title,likes,comm,uid,udate
범죄도시2 ,9,장점을 극대화하고 단점을 최소하한 잘만든 2편 신고,luna****,22.08.22
쥬라기 월드: 도미니언 ,7,시작에 비해서 아쉬운 마무리 신고,luna****,22.08.22
카시오페아 ,9,삶이 무너진다고 해도 붙잡으려 한다 신고,luna****,22.08.22
헌트 ,9,"스토리, 연기, 연출 다 좋았는데 대사가 잘 안들려서 아쉬웠다ㅠㅠ 신고",ksj0****,22.08.22
비상선언 ,10,나만 당할 수는 없지.... 신고,hyr0****,22.08.22
탑건: 매버릭 ,10,한번만 보기에는 너무 아쉬운 영화 신고,luna****,22.08.22
탑건: 매버릭 ,10,부모님과 함께가서 봤어요! 요근래 제일 잘봤다는 생각이 드는 영화네요 신고,wjdd****,22.08.22
봄 여름 가을 겨울 그리고 봄 ,1,쓰레기가 만든 쓰레기 영화 신고,hana****,22.08.22
마녀(魔女) Part2. The Other One ,8,좋은 액션과 좋은 배우와 아쉬운 이야기 신고,luna****,22.08.22
탑건: 매버릭 ,9,뻔할거라 생각해서 스킵하려했지만 마음 고쳐먹고 상영관에서 보길 1000번 잘한 영화 신고,pwma****,22.08.22
브로커 ,10,가짜들을 위로하기 위하여 신고,luna****,22.08.22
헤어질 결심 ,10,헤어질순 있어도 잊혀지긴 싫다 신고,luna****,22.08.22
와호장룡 ,10,요즘 중국 자본 들어간 영화 중에 이상한 괴작이 많아졌는데 다시 이런 영화 안 나오겠지? 신고,acr7****,22.08.22
헤어질 결심 ,10,서래의 눈빛은 말한다: 사랑해! 내 마음을 몰라줘도 괜찮아! 널 너무 사랑하니까! 너에 마음속에 진정한 사랑으로 남고 싶어…안녕..내사랑 신고,rayl****,22.08.22
토르: 러브 앤 썬더 ,8,묠니르가 메인으로 올라오면 인기가 없다 신고,luna****,22.08.22
엘비스 ,10,엘비스를 사랑하게 만들어줄 영화 신고,luna****,22.08.22
미니언즈2 ,8,귀여움은 무척 옳다!!! 신고,luna****,22.08.22
놉 ,10,왜 영화가 이런 이야기를 전달하는 매체가 되어야 하는지 이 영화는 스스로 증명한다. 신고,sang****,22.08.22
DC 리그 오브 슈퍼-펫 ,8,DC를 알면 더 재밌게 볼 수 있다 기본적으로 재밌음 신고,luna****,22.08.22
비상선언 ,10,완전 최고 무조건 보세요무조건 수상작!!! 신고,craf****,22.08.22
헌트 ,10,이야기도 액션도 아주 훌륭함 신고,luna****,22.08.22
제이티 르로이 ,10,이런 연기는 대체 어떻게 하지…!!!! 크리스틴 아니었으면 소화 못해낼듯 신고,chug****,22.08.22
놉 ,9,신선하고 공포스러우면서도 후련함. 많은 메세지들이 결국 하나로 엮여서 전달되는 영화. 은유가 가득한 영화지만 직관적으로도 충분히 즐길 수 있습니다! 신고,b090****,22.08.22
파로호 ,10,몰입도 있게 잘 봤어요 배경음악도 긴장감을 고조시킴 재밌네요 신고,dlaw****,22.08.22
재심 ,8,요즘경찰 저렇면 안되는데그리고 깡패 왜맞고있나 신고,i79i****,22.08.22
스파이더맨: 노 웨이 홈 ,8,MJ 잡는 어메이징 스파이더맨을 봤을때 쫌 울컥했다. 개인적으로 토비나 앤드류 스파이더맨이 더 재미있는것같습니다. 너무 애새끼가 떠벌리는거 보니까 쫌 화가 나더라구요. 이번일을 계기로 진지한 모습을 보여준다면 좋을 것 같기도 합니다. 신고,kjgs****,22.08.22
탑건: 매버릭 ,10,몇 번을 다시볼지 진짜... 말도 안나옴 히어로물 시리즈 이후에 이렇게 가슴 웅장해진거 처음임 신고,days****,22.08.22
리지 ,10,연기천재 크리스틴~ 어떤 영화에 어떤 연기든 잘 녹아드는게 너무 신기함 연출 영상 스토리 연기 다 좋은데 왜 평점이 낮은지 모르겠음 신고,chug****,22.08.22
식스 센스 ,10,"아, 이제 다시 보고 싶어졌다. 신고",kapi****,22.08.22
비상선언 ,10,재밌게 봐써용 뒷부분 너무 슬퍼서 울었음.. 신고,chae****,22.08.22
헌트 ,7,볼만합니다 빵빵한 배우들이 대사가별루없는게 아쉽네요 신고,pmh2****,22.08.22
헌트 ,8,기대이상으러 재밌게봤습니다. 이정재 정우성 역시는 역시네요 ㅎㅎ 대단한 연기들!! 그밖에 연기파 배우들이 여러조연으로 나와서 재밌었어요! 하지만 진짜 자막이 있었음 싶더라고요;; 최소한 턱수염나신 외국인분 한국말이라도 자막이 있었어야 한다고 생각해요; 이해못해서 흐름 딱 끊겨요. 만드신분들 중 정말 아무도 자막의 필요성을 못느끼셨을까.... 신고,kaz0****,22.08.22
메멘토 ,10,"그래, 이제 다시 볼 타이밍이다! 신고",kapi****,22.08.22
카터 ,2,악녀로 재미 보더니만 무슨 게임 캐릭터도 아니고 어우 신고,skni****,22.08.22
탑건: 매버릭 ,10,신고,psk1****,22.08.22
탑건: 매버릭 ,10,첫관람 후 엔딩크레딧 올라가면서 다음 예매를 알아본 영화 신고,yeho****,22.08.22
뽀로로 극장판 드래곤캐슬 대모험 ,10,오랜만에 극장에서 어린이 만화영화 봤네요.적당한 러닝타임에 애들 보기 좋습니다. 신고,tjdg****,22.08.22
한산: 용의 출현 ,8,몰임감있고 액션씬도 좋고 잘봤어요 신고,keje****,22.08.22
미스 슬로운 ,8,아무 정보없이 보았다가 영화 본후 정보를 찾아보게 만든 영화 ^^* 신고,ppap****,22.08.22
스파이더맨: 노 웨이 홈 ,10,신고,ysh0****,22.08.22
헌트 ,8,웰메이드 스파이 액션영화 재밌게 봤어요 신고,keje****,22.08.22
놉 ,10,기대한만큼 못미치지만 조동필 감독은 사운드를 잘쓰는듯 신고,ehxh****,22.08.22
"굿 럭 투 유, 리오 그랜드 ",6,영화는 보통인데 엠마 톰슨은 정말 대단한 배우구나 신고,keje****,22.08.22
한산: 용의 출현 ,10,신고,jnpd****,22.08.22
프레이 ,9,아놀드때부터 프레데터 팬으로써 프레데터로 보여줄 수 있는건 다 보여준건 확실한 것 같아요 나쁘지 않고 액션도 좋았지만 극장에서 봤으면 훨씬 더 좋았을거 같긴 합니다 신고,wjst****,22.08.22
풀타임 ,8,무시무시한 일상체험영화네요 추천합니다 신고,keje****,22.08.22
탑건: 매버릭 ,10,미쳤어요 나 왜 이거 이제봄무조건 영화관 고 신고,jasm****,22.08.22
한산: 용의 출현 ,10,거북선의 출현은 정말 대 반전이였어요. 그리고 왜놈들과 싸워서 승리하는 모습이 통쾌했어요. 으리 역사에 훌륭한 인물들의 영화를 사실에 맞게 많이 만들어주시면 더욱 애국심이 생길 것 같아요. 정말 짱입니다.^^ 신고,miyo****,22.08.22
한산: 용의 출현 ,9,전반적으로 좋았으나 첨부터 끝까지 계속 전쟁씬은 좀.. 신고,ezsi****,22.08.22
코치 카터 ,10,시스터액트 2 이후 최고영화 신고,shin****,22.08.22
헌트 ,10,스토리 액션 스릴러 연기 연출 최고 맛집 헌트 신고,atro****,22.08.22
헌트 ,2,너무재미없다모든좋은 재료를 넣었는데잡탕 신고,rudn****,22.08.22
탑건: 매버릭 ,10,간만에 정말 재미있었음 신고,yog1****,22.08.22
남자가 사랑할 때 ,10,몇 번을 봐도 눈물 ㅠ질리지가 않어.. 신고,ksmk****,22.08.22
미씽: 사라진 여자 ,10,신고,hong****,22.08.22
헌트 ,10,스릴러 액션 현대사의 절묘한 조합 신고,seas****,22.08.22
수퍼 소닉2 ,8,"자칫 유치해지기 쉬운 게임이야기인데, 연출을 매끄럽게 잘했다. 꿀잼임 신고",arid****,22.08.22
모비우스 ,3,뭔소린지도 모르겠고 이해도 안되고 지루해서 중간까지만 보고 나왔습니다. 신고,jas3****,22.08.22
보일링 포인트 ,7,영화보는 내내 긴장되어 끝나고 피곤해짐.세상에 쉽고 편한일은 없다. 신고,yclo****,22.08.22
한산: 용의 출현 ,10,몰입도가 대박입니다.... 신고,aa30****,22.08.22
풀타임 ,6,치열하고 현실적인 영화 신고,1234****,22.08.22
한산: 용의 출현 ,10,역사를 싫어하던 저에게 역사공부를 하게끔 만든 영화입니다..!! 꼭 보시길 ..!! 신고,minh****,22.08.22
닥터 스트레인지: 대혼돈의 멀티버스 ,10,저는 정말 재밌었어요. 쿠키2도 유쾌해서 개좋았음. 신고,jas3****,22.08.22
헌트 ,6,영화 헌트 잘 봤습니다 신고,ion4****,22.08.22
카터 ,10,김계란이 주인공인 영화. 주원 연기 좋았지만김계란이 이렇게 연기를 잘할줄이야 신고,dudt****,22.08.22
쥬라기 월드: 도미니언 ,6,메뚜기 월드 조금 아쉬워요. 공룡에 좀 더 집중했으면 좋았을텐데.. 신고,jas3****,22.08.22
놉 ,8,사운드도 좋고 영상미 연기 스토리도 좋았습니다 신고,ion4****,22.08.22
헌트 ,6,북한간첩선전물착한간첩이 나라를 산린다라... 신고,wngh****,22.08.22
토르: 러브 앤 썬더 ,7,토르가 메인캐가 아닌것 같아서 아쉽지만 CG도 그렇고 영상미도 뛰어나요. 그리고 토르3보다 조금 더 나아간 병맛이지만 저는 맘에 들었습니다. 신고,jas3****,22.08.22
문라이트 ,10,"소외되어 힘겹게 살아온 리틀,샤이론,블랙에게. 따스한 온기가 전해지기를. 신고",yclo****,22.08.22
비상선언 ,10,"일단 이병헌,송강호 두 분다 정말 가족을 사랑하는 것 같은 느낌이 여기까지 느껴졌슴다..특히 이병헌님 비행기 운전하시면서 으윽!!하시는 부분 저도 영화관에서 몸을 움직이면서 인상쓰며 봤어요 ㅋㅋㅋㅋ진짜 리얼했다 아 그리고 임시완님 맑은눈의 광기!아주 잘 보았슴다 저 임시완님 입덕부정기 왔네요 케케 신고",dkst****,22.08.22
야차 ,4,경구형 이건 아니잖아 너무 폼을 잡았어 ㅜ 그냥이레저레 꽁짜니까 보는 영화 신고,ilvs****,22.08.22
엘비스 ,9,"상황만 맞아 떨어졌다면 보헤미안 랩소디가 될 수도 있었던 작품. 긴 러닝타임을 조금 줄였더라면 좋았을 듯 하지만, 엘비스 프레슬리가 남긴 명곡을 좋아하는 이들에겐 소중한 선물이 된 작품이다. 배우들의 연기라던지 영상미가 빼어나지만 엘비스가 본인의 목소리로 열창한 곡들은 거의 등장하지 않아 다소 실망스럽다. 가장 뼈아프게 아쉬운 부분은 바로 홍보가 아닐까 싶다. 이렇게 극장에서 사라질 작품은 절대 아닌데... 하는 아쉬움이 진하게 남는다. 신고",forz****,22.08.22
낙원의 밤 ,3,"태구야 목소리좀 들리게 하자 전여빈이 살린 영화, 차태현은 너무 오버하고 배신한놈은 너무 깐족대고영화가 영화다운 말도 안되는 스토리보다 말이 되게끔 만들었음 신고",ilvs****,22.08.22
놉 ,8,세편 중 취향 저격 신고,d2ya****,22.08.22
헌트 ,10,크게 기대하지 않았는데정말 재밌게 잘 봤습니다! 신고,yely****,22.08.22
놉 ,9,영화계의 조던.. 조던 필!! 신고,lemo****,22.08.22
셔터 ,6,Shutter 신고,nimu****,22.08.22
놉 ,8,영화 보고 난 뒤 해석까지 찾아보면 진짜 짱입니다… 해석까지 봐야 돼요 너무 재밌어요 영화만 보면 그럭저럭인데 해석까지 찾아서 숨은 떡밥 찾아내니까 진짜 조동필씨 천재라는 걸 다시 한 번 깨닫습니다 신고,hell****,22.08.22
돈 룩 업 ,8,이것이 바로 미국 영화 디카프리오 연기 굿 묘한 스토리의 오묘한 에피소드 이런영화가 문화적 차이에괴리감에서 벗어난다 한국도 이런류의 영화가 나오길 기대한다 ㅎ 신고,ilvs****,22.08.22
헌트 ,10,왠만해서는 평점리뷰 안하는데 헌트는 해야 겠어요. 올해 나온 모든 영화를 다 봤는데 헤어질 결심과 함께 올해 본 영화 중 제일 수작이었습니다! 2회차 관람 또 가려구요 ㅎㅎ 헌트 안본 분들 있으면 얼른 보세요 신고,long****,22.08.22
놉 ,6,신고,yoos****,22.08.22
멋진 세계 ,7,믿고 지지해주는 사람이 단 한명이라도 있으면 세상은 버틸만하다 신고,yclo****,22.08.22
프레이 ,10,크 역시 프레데터 시리즈는 정말 말이 필요없네용ㅋㅋ 신고,zazi****,22.08.22
놉 ,10,제발 그냥 점수 낮게 주지말고 이동진 평론가님 해석영상을 봐주세요 제발... 이거 단순 ufo 블록버스터 공포 영화 아닙니다.... 지금 안무섭다 침팬치는 뭐냐 해파리 어쩌고저쩌고 하시는 분들 다 조던필 영화를 처음 보시는 것 같은데 해석하면 정말 의미가 매우 깊습니다 정말 이렇게 욕먹을 영화가 절대 아닌데... 놉 제발 100만만 넘기자.... 신고,kimj****,22.08.22
외계+인 1부 ,10,깊이와 감동을 바라지 않고 저같이 재미만 추구하는 사람에게는 정말 재밌었습니다. 2편이 기대됩니다 신고,onnu****,22.08.22
헤어질 결심 ,10,또 찾아보고싶은 마침내 그런 영화 신고,rhkr****,22.08.22
헌트 ,8,이정재감독의 입봉작이라며 이리 잘 만들다니. 차기작 많이많이 찍어주세요. 신고,yclo****,22.08.22
인페르노 ,6,"어짜피 미스테리 추리물은 감독이 관객의 시선을 가져가서 세련되게 풀어내야하는데 그런면이 부족한듯 관람포인트는 피렌체 이스탄불의 중세 유적, 어울리는 ost , 조금 뻔한 대를 위한 소의 희생에 대한 주제, 펠리시티 존스 ,서구나 우리나 역시 잔인함에 어울리는 김병옥 마스크 ... 평점이 낮은건 과연 우리가 단테와 중세를 이해못해서일까 영화가 별로여서일까 ㅋ 신고",snzi****,22.08.22
한산: 용의 출현 ,8,니 내 누군지 아니?내 거북선 선장이야!!!! 신고,seno****,22.08.22
닥터 스트레인지: 대혼돈의 멀티버스 ,8,완다비전을 보고 보아야 한다. '대의와 행복'이라는 주제를 일관적으로 제시하고 나름의 답을 내린다. 올슨의 연기력은 인상적이다. 멀티버스 속 인물들도 흥미롭다. 허망하게 죽지만....완다의 강함을 강조하기 위해선 불가피한 선택이었다. 신고,ljhd****,22.08.22
놉 ,7,우선 크리스토퍼 놀란 감독의 작품을 제외하면 국내에서 상영한 상업영화 가운데 가장 많은 분량의 풀-아이맥스 확장비(1.43:1)를 채택했다. 고로 용산 아이맥스관에서 관람하는 경우 대화면이 선사하는 압도적인 몰입감을 선사받을 수 있다. 비용의 부담을 무릅쓰고 어려운 선택을 한 조던 필 감독의 용기에 박수를 보낸다. 허나 비용에 대한 부담은 관객도 지고 있다는 점을 간과한 점이 역설적이게도 아쉽다. 그리고 지나치게 고유한 연출방식으로 인해 대중과의 교감이 쉽지 않아 보인다. 해석의 여지가 너무 많다보면 해석 그 자체를 포기하는 수도 생긴다. 신고,forz****,22.08.22
헌트 ,10,신고,mulc****,22.08.22
헌트 ,10,마지막 스토리 포인트가 있어요. 잘했어여 신고,soo9****,22.08.22
탑건: 매버릭 ,10,강추 강추 감동이!!! 신고,1936****,22.08.22
탑건: 매버릭 ,10,적국 너희가 우리 기술력을 따라해봤자우리는 기본 실력으로 누른다 와우 신고,intn****,22.08.22
개인레슨 ,10,두 여배우의 압도적인 미모 ㅋ 신고,baku****,22.08.22
한산: 용의 출현 ,10,너무 잘 봤어요 무조건 영화관에서 봐야 합니다 !! 신고,gyuy****,22.08.22
헌트 ,10,감독 첫 데뷔작인데도 매우 훌륭함. 앞으로도 기대되는 감독 신고,todk****,22.08.22
6 언더그라운드 ,2,매력적인 배우들에 미술에 뭘 갖다붙여도 감독이 마이클베이면 그냥 아이엠옵티머스프라임임 ㅋㅋㅋ 제작비 꼻아박으면서 정신없고 재미없게 만드는 덴 도가 튼 사람임 신고,arid****,22.08.22
놉 ,10,절대 그것의 눈을 쳐다보지 마라. 신고,bin2****,22.08.22
스파이더맨: 노 웨이 홈 ,10,이쯤되면 마블도 아카데미 상 줘야는거 아님? 신고,toms****,22.08.22
카터 ,1,"핸드헬드 같은 카메라 무빙은 정말 박진감 넘치고 뛰어나다. 그외에는 너무 처참해서 말할 수가 없다. 날라리 양아치 고딩들이 정장 빼입은거 같은 무능력한 CIA 는 뜬금없이 왜 나오고, 판에 박히다 못해 진부한 '박사 딸의 항체'는 너무 뻔하고. 액션 한복판에서 느끼한 대사며....중이병 관심병자가 만든 수준의 플롯과 개연성...너무 참담하다. 뭔가 우리나라 일본 미국의 어설픈 액션만 짬뽕시킨 느낌이다. 주원과 카밀라 벨 같은 배우는 아깝다. 그래도 이러다 보면 발전하겠지. 신고",skyh****,22.08.22
헌트 ,10,신고,mh31****,22.08.22
놉 ,10,지림 걍 보셈 10자 채우기용 신고,minc****,22.08.22
마녀(魔女) Part2. The Other One ,10,마녀 1을 재밌게 봤었는데 2 평이 안좋아서 고민하다 봤습니다. 내용이 크게 없긴 해요. 그치만 저는 재밌게 봤고 킬링타임 용으로 괜찮아요 3도 보고싶어요 신고,happ****,22.08.22
헌트 ,8,기대했던것보다 재밌었는데 자막 필요함 신고,ll11****,22.08.22
놉 ,10,정말 잘 만들었다고 느껴지는 영화 신고,rhax****,22.08.22
외계+인 1부 ,6,솔직히 좋은 영화는 아님. 근데 개망작까지도 아님. 부족한 부분 많은건 사실이지만 CG도 잘 되어있고 2편이 좀 궁금하기도 함. 신고,jas3****,22.08.22
탑건: 매버릭 ,10,너무 좋아요.. 3번봄 신고,bles****,22.08.22
탑건: 매버릭 ,2,신고,seun****,22.08.22
외계+인 1부 ,7,많은 아쉬운 부분만큼 좋은 시도도 많았다고 생각한다. 신고,eung****,22.08.22
비상선언 ,6,전반보다는 후반이 아쉬움 신고,kevi****,22.08.22
로스트 도터 ,10,올리비아 콜먼이 나오는데 어떻게 안볼수가 있겠어요 신고,ll11****,22.08.22
탑건: 매버릭 ,10,진짜 너무 재밌고요 영화관에 걸려있을때 꼭 보세요 제발 내가 아니라 님을 위해서 추천하는 영화입니다. 영화보는거 취미라서 올해 본거 진짜 많은데 올해 본것중에 1등입니다. 개강추 신고,jas3****,22.08.22
놉 ,10,역시 믿고보는 덕필이형표 영화 신고,mina****,22.08.22
미니언즈2 ,9,너무 귀여움. 중간에 미니언즈들끼리 대화하는 장면들이 많은데 자막도 없고 뭐라는지 모르겠지만 그냥 귀여워서 너무 좋음 신고,jas3****,22.08.22
한산: 용의 출현 ,10,다 아는 얘기인데도 벅차오르게 하기 신고,ll11****,22.08.22
놉 ,10,조던필스런 영화 좋아해서 이번에도 만족이었음 ^^호불호가 있을듯 하네요 신고,clou****,22.08.22
놉 ,10,공포라 그런지 감동이 너무 낮아요....!!! 신고,aasd****,22.08.22
헌트 ,10,눈을 뗄수없이 너무 재밌어요~ 신고,9925****,22.08.22
비상선언 ,1,이 영화에서 진짜 탈출하고 싶은건 관객이라고 신고,ll11****,22.08.22
한산: 용의 출현 ,9,대첩 직전까지 작전 훈련 등 과정이 있어 조금 지루했지만 연출 액션 연기 영상미 면에서 모두 좋았고 우리나라의 역사를 영화로 잘그려내서 훌륭한 작품이라고 생각합니다 !! 신고,qkre****,22.08.22
헌트 ,7,올 여름 두 남자의 팽팽한 빤스 벗기기가 시작된다. 신고,kswf****,22.08.22
한산: 용의 출현 ,9,너무 재밌었어요. 아빠랑도 같이 봤는데 재밌으셨다고 하시더라구요. 신고,jas3****,22.08.22
놉 ,8,신고,refu****,22.08.22
놉 ,10,조동필 앞으로 계속 이런 영화 만들었줬으면 좋겠다 신고,ll11****,22.08.22
내 사랑 컬리 수 ,10,30년이 지난 후에 다시봐도 감동 이네요~ 신고,clim****,22.08.22
놉 ,6,초반에는 지루하지만 후반부는 몰입되서 보게됨. 해석하면서 보려다가 길을 잃을 뻔 했다... ㅋㅋㅋㅋ 신고,thgm****,22.08.22
한산: 용의 출현 ,9,거북선 등장할때 짜릿해요 신고,lupi****,22.08.22
놉 ,5,원더걸스가 부릅니다~ Irony 말도 안 돼~ 신고,love****,22.08.22
헌트 ,9,재밌었습니다. 연기나 스토리 모두 좋았어요. 신고,jas3****,22.08.22
옥자 ,10,동물들도 각자생각있고 감정이있다는거.. 신고,dodo****,22.08.22
스파이더맨: 노 웨이 홈 ,2,와....이때까지 스파이더맨 중 제일 노답...사고뭉치 스파이더맨 때문에 보면서 고구마 몇백개 먹은듯하다... 신고,pkpp****,22.08.22
"틱, 틱... 붐! ",10,최고입니더. 감동의 물결. 28살에 보다. 신고,wopp****,22.08.22
엑시트 ,9,언제나 봐도 재밌는 영화예요 다섯번정도 본 것 같아요 상영할때는 두번 돈내고 봤습니다 신고,aman****,22.08.22
놉 ,1,호구처럼 자꾸 봐주니까 이딴 영화 만드는듯.... 한번 제대로 당해봐야 정신차릴 듯. 어스부터 이상하더니...이젠 얼씬도 안해야겠어 신고,pmy7****,22.08.22
헌트 ,10,"몰입도 최고~정우성, 이정재 믓지다.긴장감 넘치는 멋진 액션과 탄탄한 스토리!!! 신고",alp6****,22.08.22
비상선언 ,10,임시완 존잘 연기 개잘함ㅠㅠㅠ 신고,rawo****,22.08.22
헌트 ,10,배우들과 영화는 멋지고 시대적 상황은 끔찍하다 신고,moks****,22.08.22
헌트 ,9,초반부터 액션씬이 휘몰아쳐서 너무 좋았어요 신고,milk****,22.08.22
탑건: 매버릭 ,10,평점 처음남겨본다 시간가는줄 모르고 봄 개레전드 신고,chld****,22.08.22
카터 ,6,카터가 캡틴아메리카나 윈터솔져라고 생각ㅎ하고 보시면 좀 편하게 보실수 있을겁니다. 신고,okan****,22.08.22
헌트 ,8,"주연급 대배우들을 행인1 , 행인2 를 만들어버리는 정재형클라쓰 !! 다음작품이 기대됩니다 신고",king****,22.08.22
헌트 ,7,조금만 더 불친절했다면! 신고,adli****,22.08.22
놉 ,1,초중반부가 지루함 생각보다 아쉬움 신고,dirr****,22.08.22
헌트 ,10,기대 안하고 봤는데~역사적 사실을 묶은 시나리오가 기가맥히네~정재 형님은 못하는게 없네!! 대박! 신고,sexy****,22.08.22
중경삼림 ,1,과대평가된 영화. 1점 줍니다. 신고,tenm****,22.08.22
엘비스 ,7,꼭 영화관에서 봐야 하는 영화 신고,qkrt****,22.08.22
헌트 ,10,재밌습니다 이정재 배우의 감독으로써 능력에 매우 놀랐어요. 신고,brag****,22.08.22
놉 ,10,인간이 대적 할 수 없는 인간을 압도하는 존재...코즈믹 호러 그 잡채였다...일단 나는 2D 보고 쫄음 신고,yuse****,22.08.22
한산: 용의 출현 ,10,한국사람이면 꼭 봐야할 영화라고 생각합니다.거북선 나올 때 진짜 심장 떨리구요 영화 스토리도 이해 안 될게 없습니다 범죄도시 장이수씨가 울면서 말하는데 저도 울컥했어요 ㅠ 아니 왜 이순신 장군님이 백원짜리 동전에 있는거임??? 이 나라에는 친일파놈들이 아직도 있는게 분명함 썩을놈들 아무튼 영화 개강추 신고,ykio****,22.08.22
베르히만 아일랜드 ,10,여행간 기분이에여 신고,bipb****,22.08.22
프레이 ,8,영화가 주는 긴장감과 몰입은 집에서 보는데도 정말 상당했습니다 신고,solp****,22.08.22
탑건: 매버릭 ,10,탐형 최고였어.... 신고,reds****,22.08.22
결혼 이야기 ,8,격정의 눈물 연기. 잊을 수 없다. 신고,wkdw****,22.08.22
당신이 한 번도 보지 못한 개그콘서트 ,7,재미있는 부분도 있고 미진한 부분도 있지만 볼만했다 신고,adiv****,22.08.22
헌트 ,10,와 영화 보는 내내 선물세트 뜯는 기분. 신고,supe****,22.08.22
타오르는 여인의 초상 ,10,신고,supe****,22.08.22
썸머 필름을 타고! ,6,여름과 청춘의 싱그러움은 언제나 어울려요. 신고,boki****,22.08.22
비상선언 ,2,신고,eldk****,22.08.22
82년생 김지영 ,1,차별에 대한것을 빌미로 역차별을 정당화해서는 안된다 신고,salt****,22.08.22
슈퍼스타K 3 ,7,슈스케 당시엔 그래도 장안의 화제 였는데.. 세월참 빠르네 신고,adiv****,22.08.22
헌트 ,10,대사가 안들리는 부분이 분명 있지만 그걸 넘어서서 재밌게 봤습니다 ! 신고,jenn****,22.08.22
헌트 ,1,음악이좋은데 생각보다 별로네요 신고,neh0****,22.08.22
헌트 ,10,이정재 감독님의 연기 연출에 완전 놀람.정우성 배우도 짱. 두 배우가 왜 롱런하는지 알수 있음.영화 내내 지루함 1도 없음 신고,inno****,22.08.22
부르스타 ,7,김건모 사진 너무 웃기게 나왔네 신고,adiv****,22.08.22
마녀(魔女) Part2. The Other One ,6,10편까지 찍을려고 그러는건지. 내용 너무 뻥 튀겨 놓고 나중에 그냥 대충 마무리 지을거 같네요. 내용 마무리 잘 지으면 좋겠네요. 신고,hch1****,22.08.22
한산: 용의 출현 ,9,이순신이 흔들림 없어서 더욱 좋았습니다.그런 리더가 있으면 좋겠습니다. 신고,zzzt****,22.08.22
RRR: 라이즈 로어 리볼트 ,8,탈옥 씬에서 나오는 브로맨스 액션. 헐리우드 영화에서도 그런건 못봤음. 신고,wind****,22.08.22
헌트 ,10,"이정재, 감독으로서도 배우로서도 너무 좋아요 ㅠ 영화 재밌습니다 신고",flhs****,22.08.22
놉 ,10,역대금 반전 영화!!! 깜짝 놀랐다!! 신고,venu****,22.08.22
비상선언 ,6,칸까지는 모르겠지만 그냥 보기에는 나쁘지 않아요 ! 신고,chla****,22.08.22
헌트 ,10,"근래 본 영화 중 제일 재밌었음.. 원래 남산이나 군사정권 시절 영화를 좋아하는데, 그 중 가장 편하게 볼 수 있는 영화 아니었나 싶었음. 뭐 나중엔 남한 측 인물은 복수에 미친 복수귀처럼 그려지고, 북한 측 인물은 대의를 위해 희생하는 것처럼 그려지는 건 한국영화 특유의 이상한 클리셰라 아쉬웠는데 반전+선택을 해야만 하는 서사가 잘 짜여져있었다고 생각함. 역사적 사실과, 픽션이 잘 어우러져있었고, 보는 데 크게 불편하지 않았던 정치관까지도 괜찮았음.. 요새 남산 이야기 하는 데 이 정도면 굉장히 뛰어난 중립성이라고 까지 생각이 들 정도. 개인적으로 혁명과 개혁 그리고, 선의와 대의의 충돌이란 메세지가 영화 전반에 깔려 있다고 생각이 들었는데, 둘 중 무엇하나도 선이다 악이다라고 규정짓지 않는 이야기가 마음에 들었고, 어찌 됐건 모든 인물, 소시민적 인물을 제외하고, 극 중 굵직한 사건과 연결된 인물들의 신념이나 충성을 아예 다 빼버리고 ‘악’이라고 단순히 여겨질 수 있는 행위를 한 모든 인물들이 결국은 배드엔딩을 맞이하게 된 결말조차도 깔끔하단 생각이 들었음. 아마 2022년 최고의 작품이 아닐까 생각.. 한국형 첩보 액션은 이런 특수성을 가미해야한다는 교과서적 작품이라고 생각 신고",tisw****,22.08.22
한산: 용의 출현 ,6,캐스팅에서 몰입이 확 떨어졌다 신고,khu2****,22.08.22
한산: 용의 출현 ,10,미쳣다…….오졋다.:::: 신고,daca****,22.08.22
극한직업 ,10,재미있어서 여러번 보게 되는 영화100 점 만점에 99 신고,cies****,22.08.22
한산: 용의 출현 ,9,배우들의 연기는 보기 좋음 신고,kkun****,22.08.22
풀타임 ,8,서울 시민과 파리지앵은 삶은 스크린 어딘가에서 묘하게 교차된다. 아이를 위해 고군분투하는 싱글맘의 생존 스릴러! 신고,forz****,22.08.22
헌트 ,5,대사가 잘 안 들려서 보기 힘듦 신고,apfl****,22.08.22
탑건: 매버릭 ,10,근래본것중 최고 재미 영화 강추합니다 신고,boly****,22.08.22
놉 ,7,긴장감을 유발하는 분위기는 잘 만들지만..뭐 스토리는 단순자체이고 어찌보면 좀 황당하기도 했음. 신고,bok2****,22.08.22
탑건: 매버릭 ,10,만점 주고싶어서 처음으로 써봐요.비싼 영화비가 아깝지 않아요^^ 신고,viol****,22.08.22
멋진 세계 ,9,마음잡고 살고픈 야쿠자 출신의 전과자에게는 멀고 험난하기만 한 갱생과 자립의 길. 올바르게 살겠노라 다짐했지만 담장 바깥 쪽의 세상의 삶 역시 주인공이 생각하는 정의와는 거리가 있어 보인다. 어린 시절 제대로 경험해보지 못한 애정의 결핍을 이웃을 통해 조금이나마 경험해보고 삶에 대한 의지를 피력하며 노년에 가까운 나이를 먹은 주인공은 서서히 걸음마를 떼는데 이에 대해 자연스럽게 몰입하게 된다. 신고,forz****,22.08.22
한산: 용의 출현 ,8,아주 좋았습니다. 국뽕차오르네요. 신고,cini****,22.08.22
