title,likes,comm,uid,udate
탑건: 매버릭 ,10,이렇게 재밌을거라고 생각안했는데 기대 이상 신고,2000****,22.08.22
헌트 ,10,눈도 즐거웠지만 이정재님 대단하십니다 신고,kyou****,22.08.22
미친 능력 ,10,신고,ssoy****,22.08.22
로건 ,9,액션도 스토리도 너무 좋았으나 이게 마지막이라니.. 신고,vm4e****,22.08.22
콜래트럴 ,10,늑대가 지나가는 장면의 늑대는 빈센트를 닮았어요. 회색빛의 정장을 입고 먹고 살기 위해 먹이릉 찾아 도시를 방황하니까요. 사람 하나 뒈져도 아무도 모르는 비정의 도시라고 LA를 비웃었지만 결국 자기가 그렇게 죽는 아이러니. 그의 죽음은 그렇게 비정하지만 나 자신의 모습일 수도 있을 것 같아서 씁쓸한 마음이 들었나 봅니다. 탐크루즈의 연기 스펙트럼을 보여준 스타일리쉬 액션 장인 마이클만 감독의 영화. 신고,zenw****,22.08.22
헌트 ,10,어떤 스토리 인지 전혀모른체 본 영화끝날때까지 긴장을 늦춰서는 안되는...역사를 되새겨보게 되는...죽어야 할 사람은 따로 있는데...이정재님 잘 만들었네요정우성님이 몇년을 고사했다는 이유를 너무나 잘 알았어요 신고,gem_****,22.08.22
헌트 ,10,대박입니다. 이정재 감독님 신고,love****,22.08.22
헤어질 결심 ,10,올해 가장 여운이 길게 남는 영화 ‘헤어질 결심’서래의 사랑과 해준의 사랑에 대한 차이와 타이밍 그리고 둘의 감정선을 표현한 요소들을 보면서 더욱 영화의 매력에 빠져 들었습니다. 신고,sonj****,22.08.22
헌트 ,10,오늘 중학생딸아이와 봤습니다..시간가는줄 몰랐네요.. 신고,woor****,22.08.22
헌트 ,8,신고,ey35****,22.08.22
헌트 ,10,이정재 감독님 기대 이상으로 잘 만들어진 영화 마지막까지 긴장감 +감동까지 주는 멋진 영화 잘 봤습니다. 최고 신고,tndh****,22.08.22
짬뽕비권 ,1,와~~~ㅋㅋㅋ2020년대에 이딴영화가 나올수있나요??0점이없어서 1점준다 신고,jhs6****,22.08.22
더 킬러: 죽어도 되는 아이 ,10,액션최고 강추!장혁 액션최고 신고,jins****,22.08.22
그림자라 불리는 남자들 ,6,우리나라에 비해 흥행되기 어려운 영화.꽤 낯익은 배우들이 출연하지만 독립영화 수준이다. 신고,a109****,22.08.22
탑건: 매버릭 ,10,신고,tgky****,22.08.22
헌트 ,10,여태 베테랑이 제 최고 인생영화였는데 이제 헌트가 인생영화에요 ㅜㅠ 너무 재밌어요 꼭 많이 흥행했으면 좋겠습니당 신고,dlwl****,22.08.22
놉 ,9,기존 영화들에서도 감독의 연출에 감탄을 했었는데 이번에도 기대를 웃도네요~자연스레 유도된 스토리에서 갑작스레 뒤집어지는 반전의 묘미를 잘 배치한 영화입니다. 신고,silv****,22.08.22
헌트 ,10,와 진짜 간만에 초집중해서 본 영화에요 2시간 러닝타임이 어떻게 흘러갔는지 모르겠음 찐으로추천~~ 신고,roba****,22.08.22
한산: 용의 출현 ,10,정말 만세 삼창할뻔했습니다 신고,dy90****,22.08.22
카터 ,1,초반10분 오오오 끝 영화 10분만보셔도 됩니다 신고,cyj1****,22.08.22
극장판 소드 아트 온라인 -오디널 스케일- ,1,초유명게임 한자리수 랭커라는 확실한 신분을 가지고 살인도아니고 단순 폭행이라니... 도저히 몰입할수가없어서 50분만에 하차했다고합니다 신고,zi1e****,22.08.22
토르: 러브 앤 썬더 ,7,"예고편에서 기대하고, 첫전투씬에서 싸해지고, 제우스가 춤출때 눈을 감았다.. 신고",ange****,22.08.22
헌트 ,10,진짜 꼭 보세요 꼭 말로 설명 못해ㅜㅜㅜ 신고,cey4****,22.08.22
카터 ,1,10자를 적으라고? 영화는 3글자로 압축된다 지친다 신고,bars****,22.08.22
헌트 ,1,그냥 군사정권 악마만들기 영화였음. 증거도 없는 고문장면만 와장창 보여줌 쓰레기 영화임 신고,weca****,22.08.22
헌트 ,8,초반부는 영화가 굉장히 타이트 하면서 쫄깃했는데 후뱌부에 힘이 빠져서 아쉬움. 그래서 8점. 신고,ijun****,22.08.22
파로호 ,10,"스토리를 끌어가는 연출력이 돋보였고, 배경음악도 이를 잘 뒷받침해주었네요 . 지루하지 않게 잘 보았습니다 .임상수 감독님의 다음 작품이 기대됩니다 . 신고",lmh6****,22.08.22
덩케르크 ,9,"전쟁의 긴장, 감동 동시에 신고",road****,22.08.22
플로리다 프로젝트 ,7,"언론에서 극찬할 정도는 아니라고 생각했지만, 너무나도 현실적이어서 오히려 연기가 더 빛을 발하지 않았나, 미워할 수 가 없는 캐릭터, 쵝오 신고",fake****,22.08.22
연애 빠진 로맨스 ,10,킬링타림용으로아주 최고!!! 신고,qksw****,22.08.22
한산: 용의 출현 ,10,진짜 재밌음;; 역사공부하고 가면 몰입도 돼서 더 재밌으니 강추합니다 1회차는 그냥 보러갔고 2회차는 공부하고 갔는데 더 재밌음;; 연출이랑 cg기술력도 어마무시해서 장난아니다 신고,hans****,22.08.22
탑건: 매버릭 ,2,기대이하네..평점에 속았다... 신고,wonb****,22.08.22
놉 ,10,시골로 귀촌한 1인..조던필감독과 다니엘칼루야의 광팬(?)으로 자동차로 60km를 달려가서 만나다.. 신고,qkrw****,22.08.22
헌트 ,10,짜임새가 훌륭한 영화입니다 흥미진진하게 잘 봤어요 신고,kana****,22.08.22
프레이 ,10,솔직히 평 보고 기대 1도 안했는데.. 역시는 역시였다 진짜 프레데터 시리즈는 말이 필요없는 작품이다 신고,ez1n****,22.08.22
너의 이름은. ,10,최고야 내 인생 영화드라마합쳐서 최고야 난 오늘도 보고 울었어 신고,wkfk****,22.08.22
카터 ,10,스토리를 보지 마시고 k 액션 +스피드 로 보시면최고점 신고,tnfl****,22.08.22
놉 ,6,감독이 이상한 상상을 많이 하는듯4dx로 봤는데 너무 많이 졸았다 신고,bewi****,22.08.22
탑건: 매버릭 ,10,신고,rntn****,22.08.22
탑건: 매버릭 ,10,진짜 인생 영화. 진작 볼 걸 후회합니다. 신고,nami****,22.08.22
헌트 ,10,흠 잡을데 없이 깔끔하게 잘 만들어진 영화. 신고,king****,22.08.22
비상선언 ,6,초반부는 좋았다 신고,pch4****,22.08.22
헌트 ,9,재밌다해서 봤는데 재밌어요이정재 감독님 또 영화 제작해주세용 신고,altj****,22.08.22
우리도 사랑일까 ,8,머리와 몸♡ㅣ 따로노는 이성과 욕구의 부딛힘.. 신고,caca****,22.08.22
미녀와 야수 ,10,"진짜 너무 재밌다 ㅜㅜㅜ 다시봐도 또 봐도 너무 꿀잼인걸.. 안보신 분들,고민하시는분들 진짜 추천 드릴께요! 개재밌고,스토리 꿀잼에다가 배우분들 너무 이쁘고 멋지시고 특히 연출 좋았고 ost가 너무 좋다 ㅜㅜ담에 또 봐야징?????? 신고",clsr****,22.08.22
헌트 ,10,끝까지 긴장감을 놓칠수없어요 신고,isan****,22.08.22
루카 ,10,"Silenzio, Bruno! 신고",dbf1****,22.08.22
8월의 크리스마스 ,10,해마다 8월이면 생각나는 첫사랑같은 영화! 리뷰 읽으면서 또 눈가에 눈물이 맺힌다 나를 90년대로 데려다줘서 고마워요~나는 아마 평생 이 영화를 사랑할것 같다 신고,flyi****,22.08.22
놉 ,8,웃기면서도 짜릿하게 몰입되는 SF 스릴러 신고,yung****,22.08.22
헌트 ,6,다 알바들인가요2점 줄려다가 그나마 액션신 때문에 6점드립니다 신고,qkrc****,22.08.22
헌트 ,10,신고,sun9****,22.08.22
한산: 용의 출현 ,10,시골로 귀촌한 1인..좋은 영화를 큰 화면으로 만나려면 60km를 달려가야 한다..그 큰 영화관에서 혼자 영화를 보다..이순신장군이 말씀하셨던 '의와 불의의 싸움이지'는 현재도 진행형이다.. 신고,qkrw****,22.08.22
놉 ,2,세 편중 제일 재미없게 본듯하다.. 같이 본 일행 나머지 두명은 계속 잤다..내 인생 최악의 영화로 자리잡았다 신고,dow1****,22.08.22
상사에 대처하는 로맨틱한 자세 ,10,최근에 내 짝사랑에 대한 고민이 많았는데 이 영화보고 느낀 점 많았음… 자존감 높아지기도 함 신고,alsd****,22.08.22
이터널스 ,10,Eternals 신고,dbf1****,22.08.22
헌트 ,9,권력은 총구로 나오지만 권력의 탄피의 연기는 한순간이다!~배우출신 감독 작품중 유일한 성공사례작 신고,seii****,22.08.22
헌트 ,10,이정재 정우성 배우분들이 나오셨다고 해서 봤어요! 신고,cooo****,22.08.22
고장난 론 ,10,"Hi, Absalom? 신고",dbf1****,22.08.22
킹스맨: 퍼스트 에이전트 ,10,Manners maketh man 신고,dbf1****,22.08.22
놉 ,1,초반에 꿀잠 자라고 어둡게 영상처리해줘서 정말 잘잤습니다.영화는 뭘본건지 모르겠네요.목숨걸고 사진찍는 이유를 모르겠더라구요. 신고,p2je****,22.08.22
놉 ,8,"'스펙타클'로 포장된 비윤리성, 테마파크와 시네마, 인간과 자연, 인종 등 다양한 상징을 취사선택할 수 있다. 물론 모르고 봐도 압도하는 영상과 사운드가 기본적인 재미를 챙긴다. 하지만 괴수의 정체가 밝혀지면서 장르가 뒤집히는 게 개인적으로 팍 식었다. 신고",chen****,22.08.22
송 포 유 ,10,수작입니다...자극적인거 하나도 없이 노년 인생을 담백하게 그렸습니다. 부모님 생각에 많이 울면서 본 기억이 납니다. 신고,goso****,22.08.22
헤어질 결심 ,10,오랜만에 괜찮은 영화 만났다 신고,thdd****,22.08.22
헌트 ,8,영화 초반 정통 멜로 영화로 잘 흘러 가다 중후반부 빤스 벗기면서 에로 영화되버림. 떼잉 ! 영화 너무 야하네요. 신고,t0my****,22.08.22
더 웨이브 ,6,쓰나미 해일 영상미는 볼만했고 최근 폭우로 침수된 여러곳 같은 무시무시함을 느낄수 있었다.. 허나 주인공 가족 위주로만 이야기가 진행되는 아쉬움이.. 신고,vm4e****,22.08.22
블러드 레드 스카이 ,4,"중간에 끄자니 본게 아까워서 다 봐야겠고, 다 보자니 힘들어서 앞으로 계속 넘기고. 하지만 가장 최악은 아역이 내지르는 듣기싫은 하이톤 목소리. 신고",kwsc****,22.08.22
블러드 레드 스카이 ,8,엘리야스 하고싶은거 다해 신고,sink****,22.08.22
헌트 ,5,대사 전달 너무 아깝네요. 연기력 하나만 보고 갔습니다.. 신고,sysc****,22.08.22
카터 ,1,주원님만 개고생한 쓰레기영화... 액션영화보면서 핸드폰게임하는 나....ㅠ 신고,rhkr****,22.08.22
엔칸토: 마법의 세계 ,10,"We don't talk about Bruno, no, no, no 신고",dbf1****,22.08.22
미니언즈2 ,10,미니언들은귀여움이넘사 ㄷㄷㄷ그리고 전체적인 영화내용도 재밌음 신고,i97h****,22.08.22
헌트 ,10,스토리 기상천외함 ㅋㅋ 재밌음 예상안되서 몰입감있음 신고,sosk****,22.08.22
스펜서 ,10,Spenser 신고,dbf1****,22.08.22
놉 ,6,에반게리온 12사도 중 하나라 하면 이해가 될것 같음 신고,omj5****,22.08.22
카터 ,1,시간낭비다 음악이랑 영상안어울림ㅋ 신고,kyun****,22.08.22
카터 ,5,잔인하고 어지러운데 지루하다.. 300억이 아까움 신고,sept****,22.08.22
버즈 라이트이어 ,10,To infinity and beyond 신고,dbf1****,22.08.22
돈 룩 업 ,10,대통령이 아들 놓고간게 레전드 ㅋㅋ 신고,wise****,22.08.22
탑건: 매버릭 ,10,뒤늦게 봤는데 이제라도 봐서 다행이라는 생각이 드네요♡ 신고,powe****,22.08.22
비상선언 ,10,우리딸이랑 보러갔는데 영화너무좋았어요 최근들어 가장재밌게 봤네요 신고,bgh8****,22.08.22
헌트 ,10,신고,jame****,22.08.22
탑건: 매버릭 ,8,최고다! 하늘을 질주하는 그들의 열정이 극장에서까지 퍼진다! 신고,bgww****,22.08.22
헌트 ,8,생각보다 잘만든영화같아욤 기대가 많이없었는데 신고,xogn****,22.08.22
샹치와 텐 링즈의 전설 ,7,마블생각하면 다소 실망스럽지만 양조위님 본 것만으로도 만족!! 신고,haru****,22.08.22
마녀(魔女) Part2. The Other One ,10,갓챠 신고,dbf1****,22.08.22
탑건: 매버릭 ,10,신고,eoms****,22.08.22
놉 ,10,"충분히 좋았다. 한순간도 눈 뗄 수 없는 몰입감, 긴장감. 그리고 너무 모호하지 않으면서 즐겁게 관람후 다양한 해석을 즐길 수 있는것 또한 영화의 미덕. 신고",luva****,22.08.22
언힌지드 ,8,상대가 많이 화난거 같고 사과를 하라면 정중히 사과하면 끝날 일여주랑 아들 안죽은게 2점뺀 이유 신고,asd4****,22.08.22
탑건: 매버릭 ,10,정말 멋진 영상과돌비시네마에서 느낄 수 있었던 최고의 사운드까지!!감동백배!! 신고,rapp****,22.08.22
조작된 도시 ,10,지창욱 연기 잘한다. 물론 매우 비현실적이고 헐리우드 영향 담뿍 받은 느낌난다. 그러면 어때? 재미있으면 된 거 아닌가. 연출 신경쓴 거 엄청 눈에 보임. 신고,agoa****,22.08.22
탑건: 매버릭 ,10,평점 처음 씁니다. 끝. 신고,alum****,22.08.22
헌트 ,10,정말 스파이물의 수작입니다. 한국의 팅커 테일러 솔저 스파이 신고,87yo****,22.08.22
놉 ,1,소리만 크고 돈 아까워요 신고,6104****,22.08.22
헌트 ,10,꼭 봐야하는 영화입니다 신고,saim****,22.08.22
헌트 ,10,감독 데뷔작 이라는게 무색할정도로 수작!! 신고,trey****,22.08.22
한산: 용의 출현 ,7,초반 20분은 울컥해서 눈물 날 뻔함. 갈 수록 감동만을 느끼라 말하는 전개에 내 감정선이 따라가지를 못함. 감동에도 기승전결이 있어야 하는데 없었음. 이순신이라는 위인을 다룬 영화가 아니고 명량 감독이 아니었다면 보지 않았을 영화. 거의 한달차인데 명량과는 다르게 관객수가 저조한 것은 높아진 영화값과 OTT의 발달 때문도 있지만 영화 내용 탓이 크다고 봄. 영상미도 있었고 배우들의 연기도 대단했는데 딱 한 가지 모자랐던 건 카타르시스. 신고,xhxm****,22.08.22
헤어질 결심 ,10,오랫만에 넘 좋은 영화봤어요 극장에서 보고 또보고 했네요ㅋㅋ 신고,joll****,22.08.22
어나더 레코드 : 이제훈 ,10,너무 멋지다ㅠㅠ 신고,dksd****,22.08.22
헌트 ,10,오랜만에 처음부터 끝까지 몰입할 수 있었던 영화! 신고,0103****,22.08.22
탑건: 매버릭 ,10,"개쩐다~~~""~~~ 신고",sun_****,22.08.22
너브 ,10,참신한 영화 신선하네요 여자배우가 좀 아쉽네요 신고,aldn****,22.08.22
놉 ,8,"소재는 참신하나, 불친절한 편... 신고",chim****,22.08.22
놉 ,10,신고,jgb0****,22.08.22
인보카머스 ,6,어느정도 맛볼수 있었던 공포와 기괴한 현상들.. 신고,vm4e****,22.08.22
헌트 ,10,"마무리는 조금 아쉬웠지만, 전체적으론 재밌게 봄 신고",chim****,22.08.22
탑건: 매버릭 ,10,신고,jymj****,22.08.22
미니언즈2 ,10,재밋고 귀여움!!!! 신고,mori****,22.08.22
카터 ,6,액션의 과유불급처음 액션 빼곤 볼게 없다 신고,tetr****,22.08.22
동감 ,10,넷플에서 봤어요 라면먹고갈래요 원조 영화 신고,ttth****,22.08.22
놉 ,1,내가 뭘보고온거지 개 쓰렉 영화 신고,kimj****,22.08.22
놉 ,6,감독의 인종적 당파성에 철두철미 복무한 영화. 영화사까지 끌어들이는 점이 흥미롭다.. 신고,gent****,22.08.22
니 부모 얼굴이 보고 싶다 ,10,재미있게 봤어요 설경구님 연기는 진짜 뭐 말이 필요한가요 부모의 이기심의 끝을 보는것 같아요 남의 자식도 귀해요 ㅠㅠ 신고,ja83****,22.08.22
더 배트맨 ,8,최근 DC는 마블보다 뛰어나다. 신고,sicc****,22.08.22
대전 블루스 ,1,반민정 참 이 카르마를 어찌하려고... 신고,simz****,22.08.22
러빙 빈센트 ,10,장면 하나하나가 예술이네요. 고흐작품으로 눈호강했어요~작품에 참여한 모든분들께 박수를~~ 신고,tech****,22.08.22
놉 ,8,큰 스크린에서 즐기길 추천한다. 신고,sicc****,22.08.22
닥터 스트레인지: 대혼돈의 멀티버스 ,5,일루미나티는 팬들을 위한 선물보단 캐릭터 남용에 가까웠다. 신고,sicc****,22.08.22
